regName,type,arraySize,VGAbase,VGAvalue,XGAbase,XGAvalue,L520base,L520value
JFILinnActFunc_005,uint32,1,h,0003F000,h,0003F000,h,0003F000
JFILinnActFunc_006,uint32,1,h,00000000,h,00000000,h,00000000
JFILinnActFunc_007,uint32,1,h,00000000,h,00000000,h,00000000
JFILinnActFunc_008,uint32,1,h,00000000,h,00000000,h,00000000
JFILinnActFunc_009,uint32,1,h,00000000,h,00000000,h,00000000
JFILinnActFunc_010,uint32,1,h,00000000,h,00000000,h,00000000
JFILinnActFunc_011,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_000,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_001,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_002,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_003,uint32,1,h,0003F000,h,0003F000,h,0003F000
JFILdnnActFunc_004,uint32,1,h,0003F000,h,0003F000,h,0003F000
JFILdnnActFunc_005,uint32,1,h,0003F000,h,0003F000,h,0003F000
JFILdnnActFunc_006,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_007,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_008,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_009,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_010,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnActFunc_011,uint32,1,h,00000000,h,00000000,h,00000000
JFILspare_000,uint32,1,h,00000000,h,00000000,h,00000000
JFILspare_002,uint32,1,h,00000000,h,00000000,h,00000000
JFILspare_003,uint32,1,h,00000000,h,00000000,h,00000000
JFILspare_004,uint32,1,h,00000000,h,00000000,h,00000000
JFILspare_005,uint32,1,h,00000000,h,00000000,h,00000000
JFILspare_006,uint32,1,h,00000000,h,00000000,h,00000000
JFILspare_007,uint32,1,h,00000000,h,00000000,h,00000000
PCKRprivacyEn,logical,1,b,0,b,0,b,0
PCKRprivacyZ,uint16,1,h,0000,h,0000,h,0000
PCKRprivacyI,uint8,1,h,00,h,00,h,00
PCKRprivacyC,uint8,1,h,00,h,00,h,00
PCKRallInDepth,logical,1,b,0,b,0,b,0
PCKRdepthEn,logical,1,b,1,b,1,b,1
PCKRconfEn,logical,1,b,1,b,1,b,1
PCKRirEn,logical,1,b,1,b,1,b,1
PCKRspare_000,single,1,h,00000000,h,00000000,h,00000000
PCKRspare_001,single,1,h,00000000,h,00000000,h,00000000
PCKRspare_002,single,1,h,00000000,h,00000000,h,00000000
PCKRspare_003,single,1,h,00000000,h,00000000,h,00000000
PCKRspare_004,single,1,h,00000000,h,00000000,h,00000000
PCKRspare_005,single,1,h,00000000,h,00000000,h,00000000
PCKRspare_006,single,1,h,00000000,h,00000000,h,00000000
PCKRspare_007,single,1,h,00000000,h,00000000,h,00000000
STATstt1Bypass,logical,1,b,0,b,0,b,0
STATstt1invCntBypass,logical,1,b,0,b,0,b,0
STATstt2Bypass,logical,1,b,0,b,0,b,0
STATstt2integralImageBypass,logical,1,b,0,b,0,b,0
STATstt2invCntBypass,logical,1,b,0,b,0,b,0
FRMWpllClock,single,1,f,3.984,f,3.984,f,0.996
FRMWxoffset,single,1,f,0,f,0,f,0
FRMWyoffset,single,1,f,0,f,0,f,0
FRMWguardBandH,single,1,f,0.000000,f,0.000000,f,0.000000
FRMWguardBandV,single,1,f,0.000000,f,0.000000,f,0.000000
FRMWcoarseSampleRate,uint8,1,h,00000002,h,00000001,h,00000002
FRMWtxCode_000,uint32,1,h,3CCCC33C,h,3CCCCC3C,h,69565A99
FRMWtxCode_001,uint32,1,h,C3C333CC,h,000CC33C,h,00000000
FRMWtxCode_002,uint32,1,h,00000000,h,00000000,h,00000000
FRMWtxCode_003,uint32,1,h,00000000,h,00000000,h,00000000
FRMWnotchBw0,single,1,f,3,f,3,f,3
FRMWnotchBwDecay,single,1,f,0,f,0,f,0
FRMWcbufConstLUT,logical,1,b,0,b,0,b,0
FRMWoutIRcmaBin,uint16,1,h,0000,h,0000,h,0000
FRMWdcorTemplatesFromFile,logical,1,b,0,b,0,b,0
FRMWundistXfovFactor,single,1,f,1.0,f,1.0,f,1.0
FRMWundistYfovFactor,single,1,f,1.0,f,1.0,f,1.0
FRMWcorSaturationPrc,single,1,f,0.75,f,0.75,f,0.75
FRMWcropXfactor,single,1,f,1.0,f,1.0,f,1.0
FRMWcropYfactor,single,1,f,1.0,f,1.0,f,1.0
FRMWcbufMargin,uint32,1,h,2a,h,a,h,2a
FRMWexternalVsize,uint32,1,d,480,d,768,d,232
FRMWexternalHsize,uint32,1,d,640,d,1024,d,152
EXTLconLocOutVDelay,uint32,1,h,16b90,h,16b90,h,16b90
JFILbiltConfAdaptR_000,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltConfAdaptR_001,uint8,4,h,03020101,h,03020101,h,03020101
JFILbiltConfAdaptR_002,uint8,4,h,110C0805,h,110C0805,h,110C0805
JFILbiltConfAdaptR_003,uint8,4,h,2F261E17,h,2F261E17,h,2F261E17
JFILbiltConfAdaptS_000,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltConfAdaptS_001,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltConfAdaptS_002,uint8,4,h,08060402,h,08060402,h,08060402
JFILbiltConfAdaptS_003,uint8,4,h,17130F0B,h,17130F0B,h,17130F0B
JFILbiltConfWeightD_000,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltConfWeightD_001,uint8,4,h,10090502,h,10090502,h,10090502
JFILbiltConfWeightD_002,uint8,4,h,1E1D1A16,h,1E1D1A16,h,1E1D1A16
JFILbiltConfWeightD_003,uint8,4,h,1F1F1F1F,h,1F1F1F1F,h,1F1F1F1F
JFILbiltDepthAdaptR_000,uint8,4,h,8A8B8B8C,h,8A8B8B8C,h,8A8B8B8C
JFILbiltDepthAdaptR_001,uint8,4,h,8889898A,h,8889898A,h,8889898A
JFILbiltDepthAdaptR_002,uint8,4,h,86868787,h,86868787,h,86868787
JFILbiltDepthAdaptR_003,uint8,4,h,83848585,h,83848585,h,83848585
JFILbiltDepthAdaptR_004,uint8,4,h,81818283,h,81818283,h,81818283
JFILbiltDepthAdaptR_005,uint8,4,h,7E7F7F80,h,7E7F7F80,h,7E7F7F80
JFILbiltDepthAdaptR_006,uint8,4,h,7B7C7D7D,h,7B7C7D7D,h,7B7C7D7D
JFILbiltDepthAdaptR_007,uint8,4,h,78797A7A,h,78797A7A,h,78797A7A
JFILbiltDepthAdaptR_008,uint8,4,h,75767777,h,75767777,h,75767777
JFILbiltDepthAdaptR_009,uint8,4,h,72727374,h,72727374,h,72727374
JFILbiltDepthAdaptR_010,uint8,4,h,6E6F7071,h,6E6F7071,h,6E6F7071
JFILbiltDepthAdaptR_011,uint8,4,h,6B6C6C6D,h,6B6C6C6D,h,6B6C6C6D
JFILbiltDepthAdaptR_012,uint8,4,h,6768696A,h,6768696A,h,6768696A
JFILbiltDepthAdaptR_013,uint8,4,h,63646566,h,63646566,h,63646566
JFILbiltDepthAdaptR_014,uint8,4,h,60616162,h,60616162,h,60616162
JFILbiltDepthAdaptR_015,uint8,4,h,5C5D5E5F,h,5C5D5E5F,h,5C5D5E5F
JFILbiltDepthAdaptR_016,uint8,4,h,58595A5B,h,58595A5B,h,58595A5B
JFILbiltDepthAdaptR_017,uint8,4,h,54555657,h,54555657,h,54555657
JFILbiltDepthAdaptR_018,uint8,4,h,51525354,h,51525354,h,51525354
JFILbiltDepthAdaptR_019,uint8,4,h,4D4E4F50,h,4D4E4F50,h,4D4E4F50
JFILbiltDepthAdaptR_020,uint8,4,h,4A4B4B4C,h,4A4B4B4C,h,4A4B4B4C
JFILbiltDepthAdaptR_021,uint8,4,h,46474849,h,46474849,h,46474849
JFILbiltDepthAdaptR_022,uint8,4,h,43444546,h,43444546,h,43444546
JFILbiltDepthAdaptR_023,uint8,4,h,40414242,h,40414242,h,40414242
JFILbiltDepthAdaptR_024,uint8,4,h,3D3E3F3F,h,3D3E3F3F,h,3D3E3F3F
JFILbiltDepthAdaptR_025,uint8,4,h,3A3B3C3C,h,3A3B3C3C,h,3A3B3C3C
JFILbiltDepthAdaptR_026,uint8,4,h,3838393A,h,3838393A,h,3838393A
JFILbiltDepthAdaptR_027,uint8,4,h,35363637,h,35363637,h,35363637
JFILbiltDepthAdaptR_028,uint8,4,h,33333434,h,33333434,h,33333434
JFILbiltDepthAdaptR_029,uint8,4,h,31313232,h,31313232,h,31313232
JFILbiltDepthAdaptR_030,uint8,4,h,2E2F2F30,h,2E2F2F30,h,2E2F2F30
JFILbiltDepthAdaptR_031,uint8,4,h,2D2D2E2E,h,2D2D2E2E,h,2D2D2E2E
JFILbiltDepthAdaptR_032,uint8,4,h,2B2B2C2C,h,2B2B2C2C,h,2B2B2C2C
JFILbiltDepthAdaptR_033,uint8,4,h,292A2A2A,h,292A2A2A,h,292A2A2A
JFILbiltDepthAdaptR_034,uint8,4,h,28282829,h,28282829,h,28282829
JFILbiltDepthAdaptR_035,uint8,4,h,26272727,h,26272727,h,26272727
JFILbiltDepthAdaptR_036,uint8,4,h,25252626,h,25252626,h,25252626
JFILbiltDepthAdaptR_037,uint8,4,h,24242525,h,24242525,h,24242525
JFILbiltDepthAdaptR_038,uint8,4,h,23232424,h,23232424,h,23232424
JFILbiltDepthAdaptR_039,uint8,4,h,22222323,h,22222323,h,22222323
JFILbiltDepthAdaptR_040,uint8,4,h,21212222,h,21212222,h,21212222
JFILbiltDepthAdaptR_041,uint8,4,h,21212121,h,21212121,h,21212121
JFILbiltDepthAdaptR_042,uint8,4,h,20202020,h,20202020,h,20202020
JFILbiltDepthAdaptR_043,uint8,4,h,1F1F1F20,h,1F1F1F20,h,1F1F1F20
JFILbiltDepthAdaptR_044,uint8,4,h,1F1F1F1F,h,1F1F1F1F,h,1F1F1F1F
JFILbiltDepthAdaptR_045,uint8,4,h,1E1E1E1E,h,1E1E1E1E,h,1E1E1E1E
JFILbiltDepthAdaptR_046,uint8,4,h,1E1E1E1E,h,1E1E1E1E,h,1E1E1E1E
JFILbiltDepthAdaptR_047,uint8,4,h,1D1D1D1E,h,1D1D1D1E,h,1D1D1D1E
JFILbiltDepthAdaptR_048,uint8,4,h,1D1D1D1D,h,1D1D1D1D,h,1D1D1D1D
JFILbiltDepthAdaptR_049,uint8,4,h,1D1D1D1D,h,1D1D1D1D,h,1D1D1D1D
JFILbiltDepthAdaptR_050,uint8,4,h,1C1C1C1C,h,1C1C1C1C,h,1C1C1C1C
JFILbiltDepthAdaptR_051,uint8,4,h,1C1C1C1C,h,1C1C1C1C,h,1C1C1C1C
JFILbiltDepthAdaptR_052,uint8,4,h,1C1C1C1C,h,1C1C1C1C,h,1C1C1C1C
JFILbiltDepthAdaptR_053,uint8,4,h,1B1C1C1C,h,1B1C1C1C,h,1B1C1C1C
JFILbiltDepthAdaptR_054,uint8,4,h,1B1B1B1B,h,1B1B1B1B,h,1B1B1B1B
JFILbiltDepthAdaptR_055,uint8,4,h,1B1B1B1B,h,1B1B1B1B,h,1B1B1B1B
JFILbiltDepthAdaptR_056,uint8,4,h,1B1B1B1B,h,1B1B1B1B,h,1B1B1B1B
JFILbiltDepthAdaptR_057,uint8,4,h,1B1B1B1B,h,1B1B1B1B,h,1B1B1B1B
JFILbiltDepthAdaptR_058,uint8,4,h,1B1B1B1B,h,1B1B1B1B,h,1B1B1B1B
JFILbiltDepthAdaptR_059,uint8,4,h,1B1B1B1B,h,1B1B1B1B,h,1B1B1B1B
JFILbiltDepthAdaptR_060,uint8,4,h,1A1B1B1B,h,1A1B1B1B,h,1A1B1B1B
JFILbiltDepthAdaptR_061,uint8,4,h,1A1A1A1A,h,1A1A1A1A,h,1A1A1A1A
JFILbiltDepthAdaptR_062,uint8,4,h,1A1A1A1A,h,1A1A1A1A,h,1A1A1A1A
JFILbiltDepthAdaptR_063,uint8,4,h,1A1A1A1A,h,1A1A1A1A,h,1A1A1A1A
JFILbiltDepthAdaptS_000,uint8,4,h,0C0C0C0C,h,0C0C0C0C,h,0C0C0C0C
JFILbiltDepthAdaptS_001,uint8,4,h,0C0C0C0C,h,0C0C0C0C,h,0C0C0C0C
JFILbiltDepthAdaptS_002,uint8,4,h,0B0B0C0C,h,0B0B0C0C,h,0B0B0C0C
JFILbiltDepthAdaptS_003,uint8,4,h,0B0B0B0B,h,0B0B0B0B,h,0B0B0B0B
JFILbiltDepthAdaptS_004,uint8,4,h,0A0A0A0B,h,0A0A0A0B,h,0A0A0A0B
JFILbiltDepthAdaptS_005,uint8,4,h,09090A0A,h,09090A0A,h,09090A0A
JFILbiltDepthAdaptS_006,uint8,4,h,09090909,h,09090909,h,09090909
JFILbiltDepthAdaptS_007,uint8,4,h,08080808,h,08080808,h,08080808
JFILbiltDepthAdaptS_008,uint8,4,h,07070708,h,07070708,h,07070708
JFILbiltDepthAdaptS_009,uint8,4,h,06060607,h,06060607,h,06060607
JFILbiltDepthAdaptS_010,uint8,4,h,05060606,h,05060606,h,05060606
JFILbiltDepthAdaptS_011,uint8,4,h,05050505,h,05050505,h,05050505
JFILbiltDepthAdaptS_012,uint8,4,h,04040404,h,04040404,h,04040404
JFILbiltDepthAdaptS_013,uint8,4,h,03040404,h,03040404,h,03040404
JFILbiltDepthAdaptS_014,uint8,4,h,03030303,h,03030303,h,03030303
JFILbiltDepthAdaptS_015,uint8,4,h,03030303,h,03030303,h,03030303
JFILbiltDepthAdaptS_016,uint8,4,h,02020203,h,02020203,h,02020203
JFILbiltDepthAdaptS_017,uint8,4,h,02020202,h,02020202,h,02020202
JFILbiltDepthAdaptS_018,uint8,4,h,02020202,h,02020202,h,02020202
JFILbiltDepthAdaptS_019,uint8,4,h,02020202,h,02020202,h,02020202
JFILbiltDepthAdaptS_020,uint8,4,h,02020202,h,02020202,h,02020202
JFILbiltDepthAdaptS_021,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_022,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_023,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_024,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_025,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_026,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_027,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_028,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_029,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_030,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_031,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_032,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_033,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_034,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_035,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_036,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_037,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_038,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_039,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_040,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_041,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_042,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_043,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_044,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_045,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_046,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_047,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_048,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_049,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_050,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_051,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_052,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_053,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_054,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_055,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_056,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_057,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_058,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_059,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_060,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_061,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_062,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltDepthAdaptS_063,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltGauss_000,uint8,4,h,FAF7FDFF,h,FAF7FDFF,h,FAF7FDFF
JFILbiltGauss_001,uint8,4,h,FCFFFBFE,h,FCFFFBFE,h,FCFFFBFE
JFILbiltGauss_002,uint8,4,h,F9FDF8F3,h,F9FDF8F3,h,F9FDF8F3
JFILbiltGauss_003,uint8,4,h,F4EEFBFF,h,F4EEFBFF,h,F4EEFBFF
JFILbiltGauss_004,uint8,4,h,F8FFF6FD,h,F8FFF6FD,h,F8FFF6FD
JFILbiltGauss_005,uint8,4,h,F2FCEFE6,h,F2FCEFE6,h,F2FCEFE6
JFILbiltGauss_006,uint8,4,h,E8DBF5FF,h,E8DBF5FF,h,E8DBF5FF
JFILbiltGauss_007,uint8,4,h,F1FFECFA,h,F1FFECFA,h,F1FFECFA
JFILbiltGauss_008,uint8,4,h,E4F8DECC,h,E4F8DECC,h,E4F8DECC
JFILbiltGauss_009,uint8,4,h,D1BAECFF,h,D1BAECFF,h,D1BAECFF
JFILbiltGauss_010,uint8,4,h,E4FFDAF5,h,E4FFDAF5,h,E4FFDAF5
JFILbiltGauss_011,uint8,4,h,CCF1C1A4,h,CCF1C1A4,h,CCF1C1A4
JFILbiltGauss_012,uint8,4,h,AD89DAFF,h,AD89DAFF,h,AD89DAFF
JFILbiltGauss_013,uint8,4,h,CEFFBBEC,h,CEFFBBEC,h,CEFFBBEC
JFILbiltGauss_014,uint8,4,h,A6E5966D,h,A6E5966D,h,A6E5966D
JFILbiltGauss_015,uint8,4,h,7B50BFFF,h,7B50BFFF,h,7B50BFFF
JFILbiltGauss_016,uint8,4,h,ADFF8FDD,h,ADFF8FDD,h,ADFF8FDD
JFILbiltGauss_017,uint8,4,h,75D26035,h,75D26035,h,75D26035
JFILbiltGauss_018,uint8,4,h,462098FF,h,462098FF,h,462098FF
JFILbiltGauss_019,uint8,4,h,81FF5AC5,h,81FF5AC5,h,81FF5AC5
JFILbiltGauss_020,uint8,4,h,41B52E11,h,41B52E11,h,41B52E11
JFILbiltGauss_021,uint8,4,h,1C0769FF,h,1C0769FF,h,1C0769FF
JFILbiltGauss_022,uint8,4,h,52FF2BA4,h,52FF2BA4,h,52FF2BA4
JFILbiltGauss_023,uint8,4,h,1A900F03,h,1A900F03,h,1A900F03
JFILbiltGauss_024,uint8,4,h,07013CFF,h,07013CFF,h,07013CFF
JFILbiltGauss_025,uint8,4,h,2AFF0E7C,h,2AFF0E7C,h,2AFF0E7C
JFILbiltGauss_026,uint8,4,h,07670300,h,07670300,h,07670300
JFILbiltGauss_027,uint8,4,h,01001BFF,h,01001BFF,h,01001BFF
JFILbiltGauss_028,uint8,4,h,10FF0353,h,10FF0353,h,10FF0353
JFILbiltGauss_029,uint8,4,h,01400000,h,01400000,h,01400000
JFILbiltGauss_030,uint8,4,h,000009FF,h,000009FF,h,000009FF
JFILbiltGauss_031,uint8,4,h,05FF0030,h,05FF0030,h,05FF0030
JFILbiltGauss_032,uint8,4,h,00230000,h,00230000,h,00230000
JFILbiltGauss_033,uint8,4,h,000002FF,h,000002FF,h,000002FF
JFILbiltGauss_034,uint8,4,h,01FF0018,h,01FF0018,h,01FF0018
JFILbiltGauss_035,uint8,4,h,00100000,h,00100000,h,00100000
JFILbiltGauss_036,uint8,4,h,000000FF,h,000000FF,h,000000FF
JFILbiltGauss_037,uint8,4,h,00FF000A,h,00FF000A,h,00FF000A
JFILbiltGauss_038,uint8,4,h,00070000,h,00070000,h,00070000
JFILbiltGauss_039,uint8,4,h,000000FF,h,000000FF,h,000000FF
JFILbiltGauss_040,uint8,4,h,00FF0004,h,00FF0004,h,00FF0004
JFILbiltGauss_041,uint8,4,h,00030000,h,00030000,h,00030000
JFILbiltGauss_042,uint8,4,h,000000FF,h,000000FF,h,000000FF
JFILbiltGauss_043,uint8,4,h,00FF0002,h,00FF0002,h,00FF0002
JFILbiltGauss_044,uint8,4,h,00010000,h,00010000,h,00010000
JFILbiltGauss_045,uint8,4,h,000000FF,h,000000FF,h,000000FF
JFILbiltGauss_046,uint8,4,h,00FF0001,h,00FF0001,h,00FF0001
JFILbiltGauss_047,uint8,4,h,00000000,h,00000000,h,00000000
JFILbiltIRValueAdaptR_000,uint8,4,h,57595C5E,h,57595C5E,h,57595C5E
JFILbiltIRValueAdaptR_001,uint8,4,h,4D4F5254,h,4D4F5254,h,4D4F5254
JFILbiltIRValueAdaptR_002,uint8,4,h,4345484A,h,4345484A,h,4345484A
JFILbiltIRValueAdaptR_003,uint8,4,h,3A3C3E41,h,3A3C3E41,h,3A3C3E41
JFILbiltIRValueAdaptR_004,uint8,4,h,31333537,h,31333537,h,31333537
JFILbiltIRValueAdaptR_005,uint8,4,h,2A2C2E2F,h,2A2C2E2F,h,2A2C2E2F
JFILbiltIRValueAdaptR_006,uint8,4,h,24252728,h,24252728,h,24252728
JFILbiltIRValueAdaptR_007,uint8,4,h,1F202223,h,1F202223,h,1F202223
JFILbiltIRValueAdaptR_008,uint8,4,h,1C1C1D1E,h,1C1C1D1E,h,1C1C1D1E
JFILbiltIRValueAdaptR_009,uint8,4,h,19191A1B,h,19191A1B,h,19191A1B
JFILbiltIRValueAdaptR_010,uint8,4,h,17171818,h,17171818,h,17171818
JFILbiltIRValueAdaptR_011,uint8,4,h,15161616,h,15161616,h,15161616
JFILbiltIRValueAdaptR_012,uint8,4,h,14141515,h,14141515,h,14141515
JFILbiltIRValueAdaptR_013,uint8,4,h,13131414,h,13131414,h,13131414
JFILbiltIRValueAdaptR_014,uint8,4,h,13131313,h,13131313,h,13131313
JFILbiltIRValueAdaptR_015,uint8,4,h,12121212,h,12121212,h,12121212
JFILbiltIRValueAdaptS_000,uint8,4,h,00000000,h,00000000,h,00000000
JFILbiltIRValueAdaptS_001,uint8,4,h,00000000,h,00000000,h,00000000
JFILbiltIRValueAdaptS_002,uint8,4,h,00000000,h,00000000,h,00000000
JFILbiltIRValueAdaptS_003,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltIRValueAdaptS_004,uint8,4,h,01010101,h,01010101,h,01010101
JFILbiltIRValueAdaptS_005,uint8,4,h,02020202,h,02020202,h,02020202
JFILbiltIRValueAdaptS_006,uint8,4,h,03030302,h,03030302,h,03030302
JFILbiltIRValueAdaptS_007,uint8,4,h,05040404,h,05040404,h,05040404
JFILbiltIRValueAdaptS_008,uint8,4,h,06060505,h,06060505,h,06060505
JFILbiltIRValueAdaptS_009,uint8,4,h,07070706,h,07070706,h,07070706
JFILbiltIRValueAdaptS_010,uint8,4,h,08080808,h,08080808,h,08080808
JFILbiltIRValueAdaptS_011,uint8,4,h,09090908,h,09090908,h,09090908
JFILbiltIRValueAdaptS_012,uint8,4,h,09090909,h,09090909,h,09090909
JFILbiltIRValueAdaptS_013,uint8,4,h,0A0A0A09,h,0A0A0A09,h,0A0A0A09
JFILbiltIRValueAdaptS_014,uint8,4,h,0A0A0A0A,h,0A0A0A0A,h,0A0A0A0A
JFILbiltIRValueAdaptS_015,uint8,4,h,0A0A0A0A,h,0A0A0A0A,h,0A0A0A0A
JFILbiltSigmoid_000,uint8,4,h,FEFEFFFF,h,FEFEFFFF,h,FEFEFFFF
JFILbiltSigmoid_001,uint8,4,h,FDFDFEFE,h,FDFDFEFE,h,FDFDFEFE
JFILbiltSigmoid_002,uint8,4,h,FAFBFCFC,h,FAFBFCFC,h,FAFBFCFC
JFILbiltSigmoid_003,uint8,4,h,F4F6F8F9,h,F4F6F8F9,h,F4F6F8F9
JFILbiltSigmoid_004,uint8,4,h,E9EDF0F2,h,E9EDF0F2,h,E9EDF0F2
JFILbiltSigmoid_005,uint8,4,h,D6DCE1E6,h,D6DCE1E6,h,D6DCE1E6
JFILbiltSigmoid_006,uint8,4,h,B6BFC7CF,h,B6BFC7CF,h,B6BFC7CF
JFILbiltSigmoid_007,uint8,4,h,8B97A2AC,h,8B97A2AC,h,8B97A2AC
JFILbiltSigmoid_008,uint8,4,h,5D687480,h,5D687480,h,5D687480
JFILbiltSigmoid_009,uint8,4,h,38404953,h,38404953,h,38404953
JFILbiltSigmoid_010,uint8,4,h,1E232930,h,1E232930,h,1E232930
JFILbiltSigmoid_011,uint8,4,h,0F121619,h,0F121619,h,0F121619
JFILbiltSigmoid_012,uint8,4,h,07090B0D,h,07090B0D,h,07090B0D
JFILbiltSigmoid_013,uint8,4,h,03040506,h,03040506,h,03040506
JFILbiltSigmoid_014,uint8,4,h,01020203,h,01020203,h,01020203
JFILbiltSigmoid_015,uint8,4,h,00010101,h,00010101,h,00010101
JFILdnnWeights_000,uint32,1,h,0003F000,h,0003F000,h,0003F000
JFILdnnWeights_001,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_002,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_003,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_004,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_005,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_006,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_007,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_008,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_009,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_010,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_011,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_012,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_013,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_014,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_015,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_016,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_017,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_018,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_019,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_020,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_021,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_022,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_023,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_024,uint32,1,h,00000000,h,00000000,h,00000000
JFILdnnWeights_025,uint32,1,h,00000000,h,00000000,h,00000000
